IN NO EVENT SHALL MOUNT SINAI HOSPITAL BE LIABLE TO ANY PARTY FOR DIRECT, INDIRECT, SPECIAL, INCIDENTAL, OR CONSEQUENTIAL
DAMAGES, INCLUDING LOST PROFITS, ARISING OUT OF THE USE OF THIS SOFTWARE AND ITS DOCUMENTATION, EVEN IF MOUNT SINAI HOSPITAL
HAS BEEN ADVISED OF THE POSSIBILITY OF SUCH DAMAGE.

MOUNT SINAI HOSPITAL SPECIFICALLY DISCLAIMS ANY IMPLIED WARRANTIES OF MERCHANTABILITY AND FITNESS FOR A PARTICULAR PURPOSE.
THE SOFTWARE AND ACCOMPANYING DOCUMENTATION, IF ANY, PROVIDED HEREUNDER IS PROVIDED "AS IS". MOUNT SINAI HOSPITAL HAS NO
OBLIGATION TO PROVIDE MAINTENANCE, SUPPORT, UPDATES, ENHANCEMENTS, OR MODIFICATIONS.

Published research assisted by this document should cite the original publishing author, as well as:
In any articles making use of this data, please refer to:
Stark C, Breitkreutz BJ, Reguly T, Boucher L, Breitkreutz A, Tyers M. BioGRID: A General Repository for Interaction Datasets. Nucleic Acids Res. Jan1;34:D535-9.

This data is distributed for research purposes only, and is provided WITHOUT ANY WARRANTY.

----------------------------------------------------------------------------------------------------

Brief Description of the Columns: 

A.) INTERACTOR_A			Unique ID for Interacting Partner A
B.) INTERACTOR_B			Unique ID for Interacting Partner B
C.) OFFICIAL_SYMBOL_FOR_A
D.) OFFICIAL_SYMBOL_FOR_B
E.) ALIASES_FOR_A			List of common names for geneA, separated by '|'
F.) ALIASES_FOR_B			List of common names for geneB, separated by '|'
G.) EXPERIMENTAL_SYSTEM			System in which the interaction was shown
H.) SOURCE				Author/s of the interaction
I.) PUBMED_ID				PubMed_ID of the paper, separated by ';'
J.) ORGANISM_A_ID				NCBI ID of Gene A Organism
K.) ORGANISM_B_ID				NCBI ID of Gene B Organism

----------------------------------------------------------------------------------------------------
File Version: 2.0.56
----------------------------------------------------------------------------------------------------

INTERACTOR_A	INTERACTOR_B	OFFICIAL_SYMBOL_A	OFFICIAL_SYMBOL_B	ALIASES_FOR_A	ALIASES_FOR_B	EXPERIMENTAL_SYSTEM	SOURCE	PUBMED_ID	ORGANISM_A_ID	ORGANISM_B_ID
SPBC342.05	SPAC19G12.06c	rhp9	hta2	crb2	N/A	Phenotypic Suppression	Du LL (2006)	16778077	284812	284812
SPBC342.05	SPCC622.08c	rhp9	hta1	crb2	N/A	Phenotypic Enhancement	Du LL (2006)	16778077	284812	284812
SPBC342.05	SPAC19G12.06c	rhp9	hta2	crb2	N/A	Phenotypic Enhancement	Du LL (2006)	16778077	284812	284812
SPBC1709.01	SPAC20G8.05c	N/A	cdc15	SPBC1734.17|chs2	N/A	Synthetic Lethality	Martin-Garcia R (2006)	16772338	284812	284812
SPBC1709.01	SPAP8A3.08	N/A	cdc4	SPBC1734.17|chs2	N/A	Synthetic Lethality	Martin-Garcia R (2006)	16772338	284812	284812
SPBC11C11.02	SPBC1709.01	N/A	N/A	imp2	SPBC1734.17|chs2	Synthetic Rescue	Martin-Garcia R (2006)	16772338	284812	284812
SPAC4A8.05c	SPBC1709.01	myo3	N/A	myp2	SPBC1734.17|chs2	Phenotypic Enhancement	Martin-Garcia R (2006)	16772338	284812	284812
SPCC645.05c	SPBC1709.01	myo2	N/A	rng5	SPBC1734.17|chs2	Phenotypic Enhancement	Martin-Garcia R (2006)	16772338	284812	284812
SPCC663.12	SPCC1322.12c	N/A	bub1	cid12	N/A	Synthetic Growth Defect	Win TZ (2006)	16738311	284812	284812
SPCC663.12	SPBC1734.02c	N/A	cdc27	cid12	SPBC337.18c	Synthetic Growth Defect	Win TZ (2006)	16738311	284812	284812
SPCC663.12	SPBC25H2.13c	N/A	cdc20	cid12	pol2	Synthetic Growth Defect	Win TZ (2006)	16738311	284812	284812
SPAC23C4.18c	SPCC1259.13	rad4	chk1	cut5|dre3	rad27	Synthetic Growth Defect	Taricani L (2006)	16723501	284812	284812
SPCC18B5.11c	SPAC23C4.18c	cds1	rad4	N/A	cut5|dre3	Phenotypic Enhancement	Taricani L (2006)	16723501	284812	284812
SPAC23C4.18c	SPAC13G7.08c	rad4	crb3	cut5|dre3	N/A	Phenotypic Suppression	Taricani L (2006)	16723501	284812	284812
SPAC4H3.05	SPBC11B10.06	N/A	sws1	srs2	N/A	Phenotypic Suppression	Martin V (2006)	16710300	284812	284812
SPAC2G11.12	SPBC11B10.06	hus2	sws1	rad12|rqh1|rec9	N/A	Phenotypic Suppression	Martin V (2006)	16710300	284812	284812
SPAC2G11.12	SPCC4G3.05c	hus2	N/A	rad12|rqh1|rec9	mus81	Synthetic Lethality	Martin V (2006)	16710300	284812	284812
SPAC2G11.12	SPAP27G11.15	hus2	N/A	rad12|rqh1|rec9	slx1	Synthetic Lethality	Martin V (2006)	16710300	284812	284812
SPAC2G11.12	SPAC688.06c	hus2	N/A	rad12|rqh1|rec9	slx4	Synthetic Lethality	Martin V (2006)	16710300	284812	284812
SPAC2G11.12	SPBC30D10.04	hus2	swi3	rad12|rqh1|rec9	N/A	Synthetic Lethality	Martin V (2006)	16710300	284812	284812
SPAC2G11.12	SPBC216.06c	hus2	N/A	rad12|rqh1|rec9	swi1	Synthetic Growth Defect	Martin V (2006)	16710300	284812	284812
SPAC2G11.12	SPAC4H3.05	hus2	N/A	rad12|rqh1|rec9	srs2	Synthetic Growth Defect	Martin V (2006)	16710300	284812	284812
SPAC2G11.12	SPAC17H9.03c	hus2	N/A	rad12|rqh1|rec9	rdl1	Phenotypic Suppression	Martin V (2006)	16710300	284812	284812
SPCC622.09	SPBC1105.17	htb1	N/A	N/A	cnp1|sim2	Synthetic Lethality	Maruyama T (2006)	16688222	284812	284812
SPCC622.09	SPAC1687.20c	htb1	N/A	N/A	mis6	Synthetic Growth Defect	Maruyama T (2006)	16688222	284812	284812
SPCC622.09	SPBC409.04c	htb1	N/A	N/A	mis12	Synthetic Growth Defect	Maruyama T (2006)	16688222	284812	284812
SPCC622.09	SPCC736.14	htb1	N/A	N/A	dis1	Synthetic Growth Defect	Maruyama T (2006)	16688222	284812	284812
SPCC622.09	SPBC776.02c	htb1	dis2	N/A	bws1|sds1	Synthetic Growth Defect	Maruyama T (2006)	16688222	284812	284812
SPCC622.09	SPBC36.05c	htb1	N/A	N/A	clr6	Synthetic Growth Defect	Maruyama T (2006)	16688222	284812	284812
SPCC622.09	SPBC106.10	htb1	pka1	N/A	git6|tpk	Synthetic Rescue	Maruyama T (2006)	16688222	284812	284812
SPAC20G8.05c	SPCC4B3.15	cdc15	dmf1	N/A	mid1	Phenotypic Enhancement	Wachtler V (2006)	16687577	284812	284812
SPAC20G8.05c	SPAC6F6.08c	cdc15	cdc16	N/A	bub2	Phenotypic Enhancement	Wachtler V (2006)	16687577	284812	284812
SPAC664.01c	SPAC17H9.20	swi6	psc3	SPAC824.10c	SPAC607.01	Synthetic Lethality	Bernard P (2006)	16682348	284812	284812
SPAC664.01c	SPBC29A10.04	swi6	N/A	SPAC824.10c	psm1|smc1	Synthetic Lethality	Bernard P (2006)	16682348	284812	284812
SPAC664.01c	SPAC1687.18c	swi6	N/A	SPAC824.10c	ssl3	Synthetic Lethality	Bernard P (2006)	16682348	284812	284812
SPAC6F12.15c	SPAC1687.18c	cut9	N/A	dre1	ssl3	Phenotypic Suppression	Bernard P (2006)	16682348	284812	284812
SPAC1687.18c	SPAC31A2.05c	N/A	N/A	ssl3	mis4	Dosage Rescue	Bernard P (2006)	16682348	284812	284812
SPAC630.13c	SPAC17G6.04c	N/A	N/A	tsc2	cpp1	Synthetic Rescue	Nakase Y (2006)	16624901	284812	284812
SPAC17G6.04c	SPAPB1A10.04c	N/A	cwp1	cpp1	N/A	Dosage Rescue	Nakase Y (2006)	16624901	284812	284812
SPAC17G6.04c	SPBC36.06c	N/A	N/A	cpp1	spo9	Dosage Rescue	Nakase Y (2006)	16624901	284812	284812
SPAC17G6.04c	SPBC1718.07c	N/A	zfs1	cpp1	moc4	Dosage Rescue	Nakase Y (2006)	16624901	284812	284812
SPAC17G6.04c	SPBC13G1.11	N/A	N/A	cpp1	ykt6	Dosage Rescue	Nakase Y (2006)	16624901	284812	284812
SPAC17G6.04c	SPBC32C12.02	N/A	ste11	cpp1	aff1|stex	Dosage Rescue	Nakase Y (2006)	16624901	284812	284812
SPBC216.05	SPCC18B5.11c	rad3	cds1	N/A	N/A	Synthetic Rescue	Xu YJ (2006)	16618806	284812	284812
SPAC1F7.04	SPAC20H4.11c	N/A	N/A	rho1	rho5	Dosage Rescue	Rincon SA (2006)	16524899	284812	284812
SPBC428.08c	SPAC1834.04	clr4	N/A	N/A	hht1	Dosage Lethality	Nishijima H (2006)	16540522	284812	284812
SPBC19C7.03	SPBC21C3.20c	cyr1	N/A	git2	git1	Dosage Rescue	Kao RS (2006)	16489217	284812	284812
SPAC18G6.03	SPAC4C5.02c	ypt3	ryh1	N/A	hos1	Synthetic Lethality	He Y (2006)	16483310	284812	284812
SPAC4C5.02c	SPBC13G1.11	ryh1	N/A	hos1	ykt6	Dosage Rescue	He Y (2006)	16483310	284812	284812
SPBC19C2.05	SPAC12G12.13c	ran1	cid14	pat1	N/A	Phenotypic Enhancement	Zheng L (2006)	16481403	284812	284812
SPBC19C2.05	SPBC26H8.10	ran1	N/A	pat1	dis3|rrp44	Phenotypic Enhancement	Zheng L (2006)	16481403	284812	284812
SPBC19C2.05	SPAC12G12.13c	ran1	cid14	pat1	N/A	Phenotypic Enhancement	Win TZ (2006)	16478992	284812	284812
SPAC12G12.13c	SPBC19C2.05	cid14	ran1	N/A	pat1	Phenotypic Enhancement	Win TZ (2006)	16478992	284812	284812
SPBC19C2.05	SPBC26H8.10	ran1	N/A	pat1	dis3|rrp44	Phenotypic Enhancement	Win TZ (2006)	16478992	284812	284812
SPAC11E3.08c	SPAC3C7.03c	cor1	rhp55	nse6	N/A	Synthetic Growth Defect	Pebernard S (2006)	16478984	284812	284812
SPAC11E3.08c	SPCC1259.13	cor1	chk1	nse6	rad27	Synthetic Growth Defect	Pebernard S (2006)	16478984	284812	284812
SPAC11E3.08c	SPBC216.05	cor1	rad3	nse6	N/A	Synthetic Lethality	Pebernard S (2006)	16478984	284812	284812
SPAC11E3.08c	SPAC16A10.06c	cor1	N/A	nse6	nse2	Synthetic Lethality	Pebernard S (2006)	16478984	284812	284812
SPAC11E3.08c	SPCC645.04	cor1	N/A	nse6	nse3	Synthetic Lethality	Pebernard S (2006)	16478984	284812	284812
SPAC11E3.08c	SPCC4G3.05c	cor1	N/A	nse6	mus81	Synthetic Lethality	Pebernard S (2006)	16478984	284812	284812
SPAC11E3.08c	SPAC2G11.12	cor1	hus2	nse6	rad12|rqh1|rec9	Synthetic Lethality	Pebernard S (2006)	16478984	284812	284812
SPAC11E3.08c	SPBC1921.02	cor1	N/A	nse6	rad60	Synthetic Lethality	Pebernard S (2006)	16478984	284812	284812
SPAC11E3.08c	SPBC19C7.09c	cor1	uvde	nse6	uve1	Phenotypic Enhancement	Pebernard S (2006)	16478984	284812	284812
SPAC11E3.08c	SPBC3E7.08c	cor1	rad13	nse6	N/A	Phenotypic Enhancement	Pebernard S (2006)	16478984	284812	284812
SPAC11E3.08c	SPBC1734.06	cor1	N/A	nse6	rhp18	Phenotypic Enhancement	Pebernard S (2006)	16478984	284812	284812
SPAC11E3.08c	SPAC644.14c	cor1	rhp51	nse6	rad51	Phenotypic Suppression	Pebernard S (2006)	16478984	284812	284812
SPAC11E3.08c	SPBC409.03	cor1	N/A	nse6	swi5	Phenotypic Suppression	Pebernard S (2006)	16478984	284812	284812
SPAC11E3.08c	SPAC3C7.03c	cor1	rhp55	nse6	N/A	Phenotypic Suppression	Pebernard S (2006)	16478984	284812	284812
SPAC16A10.06c	SPAC644.14c	N/A	rhp51	nse2	rad51	Phenotypic Suppression	Pebernard S (2006)	16478984	284812	284812
SPAC11E3.08c	SPBC582.05c	cor1	N/A	nse6	brc1	Synthetic Growth Defect	Pebernard S (2006)	16478984	284812	284812
SPAC20G4.06c	SPAC4A8.15c	cof1	cdc3	adf1	N/A	Synthetic Lethality	Nakano K (2006)	16467379	284812	284812
SPAC20G4.06c	SPAP8A3.08	cof1	cdc4	adf1	N/A	Synthetic Lethality	Nakano K (2006)	16467379	284812	284812
SPAC20G4.06c	SPCC645.05c	cof1	myo2	adf1	rng5	Synthetic Lethality	Nakano K (2006)	16467379	284812	284812
SPAC20G4.06c	SPAC12B10.07	cof1	N/A	adf1	acp1	Synthetic Lethality	Nakano K (2006)	16467379	284812	284812
SPAC20G4.06c	SPBC21.06c	cof1	cdc7	adf1	its10|pld1	Synthetic Growth Defect	Nakano K (2006)	16467379	284812	284812
SPAC20G4.06c	SPAC4A8.15c	cof1	cdc3	adf1	N/A	Phenotypic Enhancement	Nakano K (2006)	16467379	284812	284812
SPAC20G4.06c	SPAP8A3.08	cof1	cdc4	adf1	N/A	Phenotypic Enhancement	Nakano K (2006)	16467379	284812	284812
SPAC57A10.02	SPCC18B5.03	cdr2	wee1	N/A	N/A	Phenotypic Suppression	Kanoh J (1998)	9843572	284812	284812
SPBC17D11.01	SPBC20F10.06	N/A	mad2	nep1	N/A	Synthetic Lethality	Zhou L (2005)	15769255	284812	284812
SPAC1420.03	SPAPB8E5.02c	N/A	rpn5-b	rpn5-a|rpn501|rpn5	rpn502|rpn5	Phenotypic Enhancement	Yen HC (2003)	12783882	284812	284812
SPBC16G5.12c	SPCC1259.13	top3	chk1	N/A	rad27	Synthetic Rescue	Win TZ (2004)	15340008	284812	284812
