IN NO EVENT SHALL MOUNT SINAI HOSPITAL BE LIABLE TO ANY PARTY FOR DIRECT, INDIRECT, SPECIAL, INCIDENTAL, OR CONSEQUENTIAL
DAMAGES, INCLUDING LOST PROFITS, ARISING OUT OF THE USE OF THIS SOFTWARE AND ITS DOCUMENTATION, EVEN IF MOUNT SINAI HOSPITAL
HAS BEEN ADVISED OF THE POSSIBILITY OF SUCH DAMAGE.

MOUNT SINAI HOSPITAL SPECIFICALLY DISCLAIMS ANY IMPLIED WARRANTIES OF MERCHANTABILITY AND FITNESS FOR A PARTICULAR PURPOSE.
THE SOFTWARE AND ACCOMPANYING DOCUMENTATION, IF ANY, PROVIDED HEREUNDER IS PROVIDED "AS IS". MOUNT SINAI HOSPITAL HAS NO
OBLIGATION TO PROVIDE MAINTENANCE, SUPPORT, UPDATES, ENHANCEMENTS, OR MODIFICATIONS.

Published research assisted by this document should cite the original publishing author, as well as:
In any articles making use of this data, please refer to:
Stark C, Breitkreutz BJ, Reguly T, Boucher L, Breitkreutz A, Tyers M. BioGRID: A General Repository for Interaction Datasets. Nucleic Acids Res. Jan1;34:D535-9.

This data is distributed for research purposes only, and is provided WITHOUT ANY WARRANTY.

----------------------------------------------------------------------------------------------------

Brief Description of the Columns: 

A.) INTERACTOR_A			Unique ID for Interacting Partner A
B.) INTERACTOR_B			Unique ID for Interacting Partner B
C.) OFFICIAL_SYMBOL_FOR_A
D.) OFFICIAL_SYMBOL_FOR_B
E.) ALIASES_FOR_A			List of common names for geneA, separated by '|'
F.) ALIASES_FOR_B			List of common names for geneB, separated by '|'
G.) EXPERIMENTAL_SYSTEM			System in which the interaction was shown
H.) SOURCE				Author/s of the interaction
I.) PUBMED_ID				PubMed_ID of the paper, separated by ';'
J.) ORGANISM_A_ID				NCBI ID of Gene A Organism
K.) ORGANISM_B_ID				NCBI ID of Gene B Organism

----------------------------------------------------------------------------------------------------
File Version: 2.0.56
----------------------------------------------------------------------------------------------------

INTERACTOR_A	INTERACTOR_B	OFFICIAL_SYMBOL_A	OFFICIAL_SYMBOL_B	ALIASES_FOR_A	ALIASES_FOR_B	EXPERIMENTAL_SYSTEM	SOURCE	PUBMED_ID	ORGANISM_A_ID	ORGANISM_B_ID
EG172737	EG173521	mel-26	N/A	ZK858.4	Y51H7C.3	Two-hybrid	Li S (2004)	14704431	6239	6239
EG172737	EG172737	mel-26	mel-26	ZK858.4	ZK858.4	Two-hybrid	Li S (2004)	14704431	6239	6239
ZK892.1	EG182619	lec-3	N/A	N/A	C14F11.4	Two-hybrid	Li S (2004)	14704431	6239	6239
ZK892.1	EG180895	lec-3	hsp-43	N/A	C14F11.5	Two-hybrid	Li S (2004)	14704431	6239	6239
ZK892.1	EG175764	lec-3	F09F7.5	N/A	N/A	Two-hybrid	Li S (2004)	14704431	6239	6239
ZK892.1	EG184984	lec-3	N/A	N/A	F26F2.3	Two-hybrid	Li S (2004)	14704431	6239	6239
ZK892.1	EG181340	lec-3	F29G6.3	N/A	N/A	Two-hybrid	Li S (2004)	14704431	6239	6239
ZK892.1	EG180601	lec-3	N/A	N/A	K10B3.7|gpd-3	Two-hybrid	Li S (2004)	14704431	6239	6239
ZK892.1	EG176451	lec-3	T07C4.3	N/A	N/A	Two-hybrid	Li S (2004)	14704431	6239	6239
ZK892.1	EG191385	lec-3	N/A	N/A	ZK666.8	Two-hybrid	Li S (2004)	14704431	6239	6239
EG191448	EG177108	sdz-38	N/A	ZK892.7	C04C3.3	Two-hybrid	Li S (2004)	14704431	6239	6239
EG191448	EG180473	sdz-38	tag-303	ZK892.7	C52B11.2	Two-hybrid	Li S (2004)	14704431	6239	6239
EG191448	EG174089	sdz-38	C56C10.7	ZK892.7	N/A	Two-hybrid	Li S (2004)	14704431	6239	6239
EG191448	EG185757	sdz-38	nhr-111	ZK892.7	F44G3.9	Two-hybrid	Li S (2004)	14704431	6239	6239
EG191448	EG172452	sdz-38	N/A	ZK892.7	K10D3.4	Two-hybrid	Li S (2004)	14704431	6239	6239
EG191448	EG181284	sdz-38	N/A	ZK892.7	T21B6.3	Two-hybrid	Li S (2004)	14704431	6239	6239
EG191448	EG174751	sdz-38	rga-1	ZK892.7	W02B12.8	Two-hybrid	Li S (2004)	14704431	6239	6239
EG191448	EG177749	sdz-38	N/A	ZK892.7	Y11D7A.12	Two-hybrid	Li S (2004)	14704431	6239	6239
EG191448	EG174924	sdz-38	gsy-1	ZK892.7	Y46G5A.31	Two-hybrid	Li S (2004)	14704431	6239	6239
EG191448	EG171671	sdz-38	N/A	ZK892.7	ZC123.1	Two-hybrid	Li S (2004)	14704431	6239	6239
EG191448	EG191509	sdz-38	plsc-3	ZK892.7	ZK1053.5	Two-hybrid	Li S (2004)	14704431	6239	6239
EG173365	EG174399	ces-2	atf-2	ZK909.4	K08F8.2	Two-hybrid	Li S (2004)	14704431	6239	6239
EG173365	EG178459	ces-2	N/A	ZK909.4	Y51H4A.4	Two-hybrid	Li S (2004)	14704431	6239	6239
EG174571	EG175462	pas-7	nhr-6	ZK945.2	C48D5.1	Two-hybrid	Li S (2004)	14704431	6239	6239
EG174571	EG179782	pas-7	lin-46	ZK945.2	R186.4	Two-hybrid	Li S (2004)	14704431	6239	6239
EG174571	EG174173	pas-7	N/A	ZK945.2	T07F8.4	Two-hybrid	Li S (2004)	14704431	6239	6239
EG174571	EG175548	pas-7	N/A	ZK945.2	T08A11.1	Two-hybrid	Li S (2004)	14704431	6239	6239
EG174571	EG177697	pas-7	N/A	ZK945.2	T28C6.7	Two-hybrid	Li S (2004)	14704431	6239	6239
EG174571	EG178732	pas-7	N/A	ZK945.2	W02G9.3	Two-hybrid	Li S (2004)	14704431	6239	6239
EG174571	EG177604	pas-7	N/A	ZK945.2	Y42H9AR.1	Two-hybrid	Li S (2004)	14704431	6239	6239
EG174571	EG174571	pas-7	pas-7	ZK945.2	ZK945.2	Two-hybrid	Li S (2004)	14704431	6239	6239
EG174595	EG175682	mdt-22	mdt-11	ZK970.3	R144.9	Two-hybrid	Li S (2004)	14704431	6239	6239
EG174595	EG173364	mdt-22	N/A	ZK970.3	F21F12.1	Two-hybrid	Li S (2004)	14704431	6239	6239
EG182077	EG190865	N/A	nhr-41	C01G6.4	Y104H12A.1	Two-hybrid	Li S (2004)	14704431	6239	6239
EG182229	EG190865	rnh-1.3	nhr-41	C04F12.9	Y104H12A.1	Two-hybrid	Li S (2004)	14704431	6239	6239
EG175940	EG190865	N/A	nhr-41	C13B9.3	Y104H12A.1	Two-hybrid	Li S (2004)	14704431	6239	6239
EG175900	EG190865	tag-213	nhr-41	C16A3.8	Y104H12A.1	Two-hybrid	Li S (2004)	14704431	6239	6239
EG172779	EG190865	N/A	nhr-41	F30A10.3	Y104H12A.1	Two-hybrid	Li S (2004)	14704431	6239	6239
W07B3.2	EG190865	gei-4	nhr-41	N/A	Y104H12A.1	Two-hybrid	Li S (2004)	14704431	6239	6239
EG178447	EG190865	skr-10	nhr-41	Y105C5B.13	Y104H12A.1	Two-hybrid	Li S (2004)	14704431	6239	6239
EG177048	EG190865	ric-8	nhr-41	Y69A2AR.2	Y104H12A.1	Two-hybrid	Li S (2004)	14704431	6239	6239
EG175024	EG190865	ZK131.11	nhr-41	N/A	Y104H12A.1	Two-hybrid	Li S (2004)	14704431	6239	6239
EG176164	EG178669	knl-1	knl-3	C02F5.1	T10B5.6	Affinity Capture-MS	Cheeseman IM (2004)	15371340	6239	6239
EG176164	EG177873	knl-1	ndc-80	C02F5.1	W01B6.9	Affinity Capture-MS	Cheeseman IM (2004)	15371340	6239	6239
EG176164	EG175813	knl-1	him-10	C02F5.1	R12B2.4	Affinity Capture-MS	Cheeseman IM (2004)	15371340	6239	6239
EG176164	EG175097	knl-1	kbp-3	C02F5.1	F26H11.1	Affinity Capture-MS	Cheeseman IM (2004)	15371340	6239	6239
EG176164	EG171927	knl-1	mis-12	C02F5.1	Y47G6A.24	Affinity Capture-MS	Cheeseman IM (2004)	15371340	6239	6239
EG176164	EG175957	knl-1	kbp-1	C02F5.1	R13F6.1	Affinity Capture-MS	Cheeseman IM (2004)	15371340	6239	6239
EG176164	EG266885	knl-1	kbp-2	C02F5.1	F26F4.13	Affinity Capture-MS	Cheeseman IM (2004)	15371340	6239	6239
EG176164	EG175273	knl-1	kbp-4	C02F5.1	Y92C3B.1	Affinity Capture-MS	Cheeseman IM (2004)	15371340	6239	6239
EG176164	EG172970	knl-1	kbp-5	C02F5.1	C34B2.2	Affinity Capture-MS	Cheeseman IM (2004)	15371340	6239	6239
EG176164	EG171964	knl-1	hcp-4	C02F5.1	T03F1.9	Affinity Capture-MS	Cheeseman IM (2004)	15371340	6239	6239
EG178669	EG171964	knl-3	hcp-4	T10B5.6	T03F1.9	Affinity Capture-MS	Cheeseman IM (2004)	15371340	6239	6239
EG178669	EG176164	knl-3	knl-1	T10B5.6	C02F5.1	Affinity Capture-MS	Cheeseman IM (2004)	15371340	6239	6239
EG178669	EG178669	knl-3	knl-3	T10B5.6	T10B5.6	Affinity Capture-MS	Cheeseman IM (2004)	15371340	6239	6239
EG178669	EG177873	knl-3	ndc-80	T10B5.6	W01B6.9	Affinity Capture-MS	Cheeseman IM (2004)	15371340	6239	6239
EG178669	EG175813	knl-3	him-10	T10B5.6	R12B2.4	Affinity Capture-MS	Cheeseman IM (2004)	15371340	6239	6239
EG178669	EG175097	knl-3	kbp-3	T10B5.6	F26H11.1	Affinity Capture-MS	Cheeseman IM (2004)	15371340	6239	6239
EG178669	EG171927	knl-3	mis-12	T10B5.6	Y47G6A.24	Affinity Capture-MS	Cheeseman IM (2004)	15371340	6239	6239
EG178669	EG175957	knl-3	kbp-1	T10B5.6	R13F6.1	Affinity Capture-MS	Cheeseman IM (2004)	15371340	6239	6239
EG178669	EG266885	knl-3	kbp-2	T10B5.6	F26F4.13	Affinity Capture-MS	Cheeseman IM (2004)	15371340	6239	6239
EG178669	EG175273	knl-3	kbp-4	T10B5.6	Y92C3B.1	Affinity Capture-MS	Cheeseman IM (2004)	15371340	6239	6239
EG178669	EG172970	knl-3	kbp-5	T10B5.6	C34B2.2	Affinity Capture-MS	Cheeseman IM (2004)	15371340	6239	6239
EG171927	EG171964	mis-12	hcp-4	Y47G6A.24	T03F1.9	Affinity Capture-MS	Cheeseman IM (2004)	15371340	6239	6239
EG171927	EG176164	mis-12	knl-1	Y47G6A.24	C02F5.1	Affinity Capture-MS	Cheeseman IM (2004)	15371340	6239	6239
EG171927	EG178669	mis-12	knl-3	Y47G6A.24	T10B5.6	Affinity Capture-MS	Cheeseman IM (2004)	15371340	6239	6239
EG171927	EG177873	mis-12	ndc-80	Y47G6A.24	W01B6.9	Affinity Capture-MS	Cheeseman IM (2004)	15371340	6239	6239
EG171927	EG175813	mis-12	him-10	Y47G6A.24	R12B2.4	Affinity Capture-MS	Cheeseman IM (2004)	15371340	6239	6239
EG171927	EG171927	mis-12	mis-12	Y47G6A.24	Y47G6A.24	Affinity Capture-MS	Cheeseman IM (2004)	15371340	6239	6239
EG171927	EG175957	mis-12	kbp-1	Y47G6A.24	R13F6.1	Affinity Capture-MS	Cheeseman IM (2004)	15371340	6239	6239
EG171927	EG266885	mis-12	kbp-2	Y47G6A.24	F26F4.13	Affinity Capture-MS	Cheeseman IM (2004)	15371340	6239	6239
EG171927	EG175273	mis-12	kbp-4	Y47G6A.24	Y92C3B.1	Affinity Capture-MS	Cheeseman IM (2004)	15371340	6239	6239
EG171927	EG172970	mis-12	kbp-5	Y47G6A.24	C34B2.2	Affinity Capture-MS	Cheeseman IM (2004)	15371340	6239	6239
EG175957	EG176164	kbp-1	knl-1	R13F6.1	C02F5.1	Affinity Capture-MS	Cheeseman IM (2004)	15371340	6239	6239
EG175957	EG178669	kbp-1	knl-3	R13F6.1	T10B5.6	Affinity Capture-MS	Cheeseman IM (2004)	15371340	6239	6239
EG175957	EG177873	kbp-1	ndc-80	R13F6.1	W01B6.9	Affinity Capture-MS	Cheeseman IM (2004)	15371340	6239	6239
EG175957	EG175813	kbp-1	him-10	R13F6.1	R12B2.4	Affinity Capture-MS	Cheeseman IM (2004)	15371340	6239	6239
EG175957	EG175097	kbp-1	kbp-3	R13F6.1	F26H11.1	Affinity Capture-MS	Cheeseman IM (2004)	15371340	6239	6239
EG175957	EG171927	kbp-1	mis-12	R13F6.1	Y47G6A.24	Affinity Capture-MS	Cheeseman IM (2004)	15371340	6239	6239
EG175957	EG175957	kbp-1	kbp-1	R13F6.1	R13F6.1	Affinity Capture-MS	Cheeseman IM (2004)	15371340	6239	6239
EG175957	EG266885	kbp-1	kbp-2	R13F6.1	F26F4.13	Affinity Capture-MS	Cheeseman IM (2004)	15371340	6239	6239
EG175957	EG175273	kbp-1	kbp-4	R13F6.1	Y92C3B.1	Affinity Capture-MS	Cheeseman IM (2004)	15371340	6239	6239
EG175957	EG172970	kbp-1	kbp-5	R13F6.1	C34B2.2	Affinity Capture-MS	Cheeseman IM (2004)	15371340	6239	6239
EG171964	EG176164	hcp-4	knl-1	T03F1.9	C02F5.1	Affinity Capture-MS	Cheeseman IM (2004)	15371340	6239	6239
EG171964	EG178669	hcp-4	knl-3	T03F1.9	T10B5.6	Affinity Capture-MS	Cheeseman IM (2004)	15371340	6239	6239
EG171964	EG177873	hcp-4	ndc-80	T03F1.9	W01B6.9	Affinity Capture-MS	Cheeseman IM (2004)	15371340	6239	6239
EG171964	EG175813	hcp-4	him-10	T03F1.9	R12B2.4	Affinity Capture-MS	Cheeseman IM (2004)	15371340	6239	6239
EG171964	EG171927	hcp-4	mis-12	T03F1.9	Y47G6A.24	Affinity Capture-MS	Cheeseman IM (2004)	15371340	6239	6239
EG171964	EG172970	hcp-4	kbp-5	T03F1.9	C34B2.2	Affinity Capture-MS	Cheeseman IM (2004)	15371340	6239	6239
EG175909	EG175638	let-756	pal-1	C05D11.4	C38D4.6	Two-hybrid	Popovici C (2006)	16672054	6239	6239
EG175909	EG179971	let-756	daf-21	C05D11.4	C47E8.5	Two-hybrid	Popovici C (2006)	16672054	6239	6239
EG175909	EG179998	let-756	rps-16	C05D11.4	T01C3.6	Two-hybrid	Popovici C (2006)	16672054	6239	6239
EG175909	EG176453	let-756	N/A	C05D11.4	T07C4.1	Two-hybrid	Popovici C (2006)	16672054	6239	6239
EG175909	EG182635	let-756	N/A	C05D11.4	C15C8.3	Two-hybrid	Popovici C (2006)	16672054	6239	6239
EG175909	EG178155	let-756	collagen	C05D11.4	M18.1	Two-hybrid	Popovici C (2006)	16672054	6239	6239
EG175909	EG185249	let-756	N/A	C05D11.4	F35A5.4	Two-hybrid	Popovici C (2006)	16672054	6239	6239
EG175909	EG172773	let-756	skr-2	C05D11.4	F46A9.4	Two-hybrid	Popovici C (2006)	16672054	6239	6239
EG175909	EG173099	let-756	C15C6.2	C05D11.4	N/A	Two-hybrid	Popovici C (2006)	16672054	6239	6239
EG175909	T01G9.6	let-756	kin-10	C05D11.4	N/A	Two-hybrid	Popovici C (2006)	16672054	6239	6239
EG175909	EG172978	let-756	kin-3	C05D11.4	B0205.7	Two-hybrid	Popovici C (2006)	16672054	6239	6239
EG175909	EG178873	let-756	hsp-6	C05D11.4	C37H5.8	Two-hybrid	Popovici C (2006)	16672054	6239	6239
EG175909	EG174342	let-756	N/A	C05D11.4	F14E5.2	Two-hybrid	Popovici C (2006)	16672054	6239	6239
EG175909	EG173968	let-756	N/A	C05D11.4	C18A3.3	Two-hybrid	Popovici C (2006)	16672054	6239	6239
EG175909	EG176015	let-756	rpl-6	C05D11.4	R151.3	Two-hybrid	Popovici C (2006)	16672054	6239	6239
EG175909	EG178113	let-756	par-5	C05D11.4	M117.2	Two-hybrid	Popovici C (2006)	16672054	6239	6239
EG175909	F52D10.3	let-756	ftt-2	C05D11.4	N/A	Two-hybrid	Popovici C (2006)	16672054	6239	6239
EG175909	EG172978	let-756	kin-3	C05D11.4	B0205.7	Affinity Capture-Western	Popovici C (2006)	16672054	6239	6239
EG175909	T01G9.6	let-756	kin-10	C05D11.4	N/A	Affinity Capture-Western	Popovici C (2006)	16672054	6239	6239
EG175909	EG179998	let-756	rps-16	C05D11.4	T01C3.6	Affinity Capture-Western	Popovici C (2006)	16672054	6239	6239
EG175909	EG175638	let-756	pal-1	C05D11.4	C38D4.6	Affinity Capture-Western	Popovici C (2006)	16672054	6239	6239
EG175909	EG179971	let-756	daf-21	C05D11.4	C47E8.5	Affinity Capture-Western	Popovici C (2006)	16672054	6239	6239
EG175909	EG172773	let-756	skr-2	C05D11.4	F46A9.4	Affinity Capture-Western	Popovici C (2006)	16672054	6239	6239
EG175909	EG176015	let-756	rpl-6	C05D11.4	R151.3	Affinity Capture-Western	Popovici C (2006)	16672054	6239	6239
EG175909	EG173968	let-756	N/A	C05D11.4	C18A3.3	Affinity Capture-Western	Popovici C (2006)	16672054	6239	6239
EG175909	F52D10.3	let-756	ftt-2	C05D11.4	N/A	Affinity Capture-Western	Popovici C (2006)	16672054	6239	6239
EG181800	EG181801	abu-1	pqn-2	AC3.3	AC3.4	Two-hybrid	Tewari M (2004)	14992718	6239	6239
EG181800	EG178904	abu-1	abu-8	AC3.3	C03A7.14	Two-hybrid	Tewari M (2004)	14992718	6239	6239
EG181800	EG174464	abu-1	pqn-95	AC3.3	ZK1067.7	Two-hybrid	Tewari M (2004)	14992718	6239	6239
EG175801	EG3565011	ARF	W02G9.2	B0336.2	kel-8	Two-hybrid	Tewari M (2004)	14992718	6239	6239
C05D2.1	EG174464	daf-4	pqn-95	N/A	ZK1067.7	Two-hybrid	Tewari M (2004)	14992718	6239	6239
C05D2.1	EG188802	daf-4	pqn-71	N/A	T23F1.6	Two-hybrid	Tewari M (2004)	14992718	6239	6239
C05D2.1	EG181800	daf-4	abu-1	N/A	AC3.3	Two-hybrid	Tewari M (2004)	14992718	6239	6239
C05D2.1	EG180397	daf-4	col-19	N/A	ZK1193.1	Two-hybrid	Tewari M (2004)	14992718	6239	6239
C05D2.1	EG175207	daf-4	N/A	N/A	F30H5.3	Two-hybrid	Tewari M (2004)	14992718	6239	6239
C05D2.1	EG175716	daf-4	atp-2	N/A	C34E10.6	Two-hybrid	Tewari M (2004)	14992718	6239	6239
C05D2.1	EG181284	daf-4	N/A	N/A	T21B6.3	Two-hybrid	Tewari M (2004)	14992718	6239	6239
C05D2.1	EG173879	daf-4	N/A	N/A	C04G6.10	Two-hybrid	Tewari M (2004)	14992718	6239	6239
C05D2.1	EG179718	daf-4	N/A	N/A	F45D3.4	Two-hybrid	Tewari M (2004)	14992718	6239	6239
C05D2.1	EG177715	daf-4	collagen	N/A	C53B4.5	Two-hybrid	Tewari M (2004)	14992718	6239	6239
C05D2.1	EG179971	daf-4	daf-21	N/A	C47E8.5	Two-hybrid	Tewari M (2004)	14992718	6239	6239
C05D2.1	EG172653	daf-4	edc-3	N/A	R05D11.8	Two-hybrid	Tewari M (2004)	14992718	6239	6239
C05D2.1	EG173053	daf-4	T22H2.5	N/A	plsc-2	Two-hybrid	Tewari M (2004)	14992718	6239	6239
EG181800	C37C3.6	abu-1	ppn-1	AC3.3	N/A	Two-hybrid	Tewari M (2004)	14992718	6239	6239
EG175716	Y113G7A.6	atp-2	ttx-1	C34E10.6	N/A	Two-hybrid	Tewari M (2004)	14992718	6239	6239
EG175716	EG3565011	atp-2	W02G9.2	C34E10.6	kel-8	Two-hybrid	Tewari M (2004)	14992718	6239	6239
EG175716	EG174802	atp-2	N/A	C34E10.6	F13D12.6	Two-hybrid	Tewari M (2004)	14992718	6239	6239
EG175716	EG175628	atp-2	rps-0	C34E10.6	B0393.1	Two-hybrid	Tewari M (2004)	14992718	6239	6239
EG175716	C01G6.1	atp-2	aqp-2	C34E10.6	N/A	Two-hybrid	Tewari M (2004)	14992718	6239	6239
EG175716	F38H4.8	atp-2	ech-2	C34E10.6	N/A	Two-hybrid	Tewari M (2004)	14992718	6239	6239
EG179971	EG179971	daf-21	daf-21	C47E8.5	C47E8.5	Two-hybrid	Tewari M (2004)	14992718	6239	6239
EG172062	Y113G7A.6	rpl-24.1	ttx-1	D1007.12	N/A	Two-hybrid	Tewari M (2004)	14992718	6239	6239
EG177908	EG176855	daf-14	N/A	F01G10.8	Y66H1B.2	Two-hybrid	Tewari M (2004)	14992718	6239	6239
F25E2.5	EG176773	daf-3	tag-61	N/A	T27E9.1	Two-hybrid	Tewari M (2004)	14992718	6239	6239
F25E2.5	EG181050	daf-3	N/A	N/A	C39D10.7	Two-hybrid	Tewari M (2004)	14992718	6239	6239
F25E2.5	EG175054	daf-3	daf-5	N/A	W01G7.1	Two-hybrid	Tewari M (2004)	14992718	6239	6239
F25E2.5	EG172743	daf-3	eft-2	N/A	F25H5.4	Two-hybrid	Tewari M (2004)	14992718	6239	6239
F25E2.5	EG180324	daf-3	psa-1	N/A	Y113G7B.23	Two-hybrid	Tewari M (2004)	14992718	6239	6239
F25E2.5	EG172062	daf-3	rpl-24.1	N/A	D1007.12	Two-hybrid	Tewari M (2004)	14992718	6239	6239
F25E2.5	EG175801	daf-3	ARF	N/A	B0336.2	Two-hybrid	Tewari M (2004)	14992718	6239	6239
F25E2.5	EG179881	daf-3	cpt-5	N/A	F09F3.9	Two-hybrid	Tewari M (2004)	14992718	6239	6239
F25E2.5	EG176185	daf-3	lap-1	N/A	ZK353.6	Two-hybrid	Tewari M (2004)	14992718	6239	6239
F25E2.5	EG176100	daf-3	tag-277	N/A	ZK652.3	Two-hybrid	Tewari M (2004)	14992718	6239	6239
F25E2.5	EG172882	daf-3	N/A	N/A	C25A1.5	Two-hybrid	Tewari M (2004)	14992718	6239	6239
EG176829	EG179971	daf-1	daf-21	F29C4.1	C47E8.5	Two-hybrid	Tewari M (2004)	14992718	6239	6239
EG173053	EG173191	T22H2.5	vet-6	plsc-2	F44F1.7	Two-hybrid	Tewari M (2004)	14992718	6239	6239
EG173053	EG175441	T22H2.5	N/A	plsc-2	F59A2.3	Two-hybrid	Tewari M (2004)	14992718	6239	6239
EG173053	EG188802	T22H2.5	pqn-71	plsc-2	T23F1.6	Two-hybrid	Tewari M (2004)	14992718	6239	6239
EG173053	EG174464	T22H2.5	pqn-95	plsc-2	ZK1067.7	Two-hybrid	Tewari M (2004)	14992718	6239	6239
EG173053	ZC101.2	T22H2.5	unc-52	plsc-2	N/A	Two-hybrid	Tewari M (2004)	14992718	6239	6239
EG173053	EG185826	T22H2.5	N/A	plsc-2	F46A8.10	Two-hybrid	Tewari M (2004)	14992718	6239	6239
EG173053	EG181284	T22H2.5	N/A	plsc-2	T21B6.3	Two-hybrid	Tewari M (2004)	14992718	6239	6239
EG173053	EG172390	T22H2.5	lbp-6	plsc-2	W02D3.5	Two-hybrid	Tewari M (2004)	14992718	6239	6239
EG188802	EG178904	pqn-71	abu-8	T23F1.6	C03A7.14	Two-hybrid	Tewari M (2004)	14992718	6239	6239
EG188802	EG178954	pqn-71	pqn-13	T23F1.6	C14C11.8	Two-hybrid	Tewari M (2004)	14992718	6239	6239
EG188802	EG175879	pqn-71	rps-3	T23F1.6	C23G10.3	Two-hybrid	Tewari M (2004)	14992718	6239	6239
EG188802	EG174597	pqn-71	N/A	T23F1.6	M02G9.1	Two-hybrid	Tewari M (2004)	14992718	6239	6239
EG188802	EG173846	pqn-71	sgt-1	T23F1.6	R05F9.10	Two-hybrid	Tewari M (2004)	14992718	6239	6239
EG188802	EG178294	pqn-71	pqn-74	T23F1.6	W02A2.3	Two-hybrid	Tewari M (2004)	14992718	6239	6239
EG188802	EG189167	pqn-71	N/A	T23F1.6	W03G1.5	Two-hybrid	Tewari M (2004)	14992718	6239	6239
EG188802	EG174464	pqn-71	pqn-95	T23F1.6	ZK1067.7	Two-hybrid	Tewari M (2004)	14992718	6239	6239
EG188802	EG180221	pqn-71	Y69H2.3	T23F1.6	N/A	Two-hybrid	Tewari M (2004)	14992718	6239	6239
EG175054	F25E2.5	daf-5	daf-3	W01G7.1	N/A	Two-hybrid	Tewari M (2004)	14992718	6239	6239
EG180324	EG177431	psa-1	N/A	Y113G7B.23	C01B10.8	Two-hybrid	Tewari M (2004)	14992718	6239	6239
EG180324	EG173944	psa-1	lys-8	Y113G7B.23	C17G10.5	Two-hybrid	Tewari M (2004)	14992718	6239	6239
EG180324	EG175837	psa-1	dnc-2	Y113G7B.23	C28H8.12	Two-hybrid	Tewari M (2004)	14992718	6239	6239
EG180324	EG175973	psa-1	N/A	Y113G7B.23	F57B9.1	Two-hybrid	Tewari M (2004)	14992718	6239	6239
EG180324	EG175571	psa-1	N/A	Y113G7B.23	R07E5.3	Two-hybrid	Tewari M (2004)	14992718	6239	6239
EG180324	EG180324	psa-1	psa-1	Y113G7B.23	Y113G7B.23	Two-hybrid	Tewari M (2004)	14992718	6239	6239
EG176185	EG172390	lap-1	lbp-6	ZK353.6	W02D3.5	Two-hybrid	Tewari M (2004)	14992718	6239	6239
EG176185	EG176185	lap-1	lap-1	ZK353.6	ZK353.6	Two-hybrid	Tewari M (2004)	14992718	6239	6239
EG180324	EG175571	psa-1	N/A	Y113G7B.23	R07E5.3	Affinity Capture-Western	Tewari M (2004)	14992718	6239	6239
EG180324	EG173944	psa-1	lys-8	Y113G7B.23	C17G10.5	Affinity Capture-Western	Tewari M (2004)	14992718	6239	6239
EG180324	EG175837	psa-1	dnc-2	Y113G7B.23	C28H8.12	Affinity Capture-Western	Tewari M (2004)	14992718	6239	6239
EG180324	EG180324	psa-1	psa-1	Y113G7B.23	Y113G7B.23	Affinity Capture-Western	Tewari M (2004)	14992718	6239	6239
EG173053	EG175441	T22H2.5	N/A	plsc-2	F59A2.3	Affinity Capture-Western	Tewari M (2004)	14992718	6239	6239
EG173053	EG185826	T22H2.5	N/A	plsc-2	F46A8.10	Affinity Capture-Western	Tewari M (2004)	14992718	6239	6239
EG173053	EG173191	T22H2.5	vet-6	plsc-2	F44F1.7	Affinity Capture-Western	Tewari M (2004)	14992718	6239	6239
C05D2.1	EG175716	daf-4	atp-2	N/A	C34E10.6	Affinity Capture-Western	Tewari M (2004)	14992718	6239	6239
C05D2.1	EG173053	daf-4	T22H2.5	N/A	plsc-2	Affinity Capture-Western	Tewari M (2004)	14992718	6239	6239
F25E2.5	EG173053	daf-3	T22H2.5	N/A	plsc-2	Affinity Capture-Western	Tewari M (2004)	14992718	6239	6239
F25E2.5	EG172882	daf-3	N/A	N/A	C25A1.5	Affinity Capture-Western	Tewari M (2004)	14992718	6239	6239
F25E2.5	EG180324	daf-3	psa-1	N/A	Y113G7B.23	Affinity Capture-Western	Tewari M (2004)	14992718	6239	6239
F25E2.5	EG175054	daf-3	daf-5	N/A	W01G7.1	Affinity Capture-Western	Tewari M (2004)	14992718	6239	6239
EG176829	EG179971	daf-1	daf-21	F29C4.1	C47E8.5	Affinity Capture-Western	Tewari M (2004)	14992718	6239	6239
EG176185	EG176185	lap-1	lap-1	ZK353.6	ZK353.6	Affinity Capture-Western	Tewari M (2004)	14992718	6239	6239
EG176185	EG172390	lap-1	lbp-6	ZK353.6	W02D3.5	Affinity Capture-Western	Tewari M (2004)	14992718	6239	6239
EG179971	EG179971	daf-21	daf-21	C47E8.5	C47E8.5	Affinity Capture-Western	Tewari M (2004)	14992718	6239	6239
EG187612	EG173846	daf-8	sgt-1	R05D11.1	R05F9.10	Phenotypic Enhancement	Tewari M (2004)	14992718	6239	6239
EG187612	EG189167	daf-8	N/A	R05D11.1	W03G1.5	Phenotypic Enhancement	Tewari M (2004)	14992718	6239	6239
EG187612	EG181800	daf-8	abu-1	R05D11.1	AC3.3	Phenotypic Enhancement	Tewari M (2004)	14992718	6239	6239
EG177908	EG173846	daf-14	sgt-1	F01G10.8	R05F9.10	Phenotypic Enhancement	Tewari M (2004)	14992718	6239	6239
